"edge_id","country","mechanism_id","mechanism_name","source_actor_id","source_actor_name","target_actor_id","target_actor_name","relationship_type","process_stage","domestic_source_id","citation","legal_text_excerpt","legal_anchor_type","anchor_strength","mandatory_or_discretionary","timeline_defined","remedy_available","territorial_level","edge_confidence","edge_derivation_method","manual_review_required","notes"
"CRCV2-EDGE-0031","Costa Rica","CRC-MECH-002","right_to_stand_for_election","CRC-ACT-002","Registro Civil","CRC-ACT-006","Partidos Políticos","registers_candidate_or_party","registration","CRC-CE","CRC-CE 28","Funciones El Registro Electoral tendrá las siguientes funciones: > **a)** Llevar el registro de partidos políticos. En este registro se asentarán las inscripciones indicadas en el artículo 56 de este ","statutory","4","discretionary","no","no","no","medium","explicit_textual_relation","false",""
"CRCV2-EDGE-0032","Costa Rica","CRC-MECH-002","right_to_stand_for_election","CRC-ACT-001","Tribunal Supremo de Elecciones (TSE)","CRC-ACT-002","Registro Civil","coordinates_with","internal_governance","CRC-CE","CRC-CE 28","Funciones El Registro Electoral tendrá las siguientes funciones: > **a)** Llevar el registro de partidos políticos. En este registro se asentarán las inscripciones indicadas en el artículo 56 de este ","statutory","4","discretionary","no","no","no","medium","coordination_assignment","false","multi-authority provision"
"CRCV2-EDGE-0033","Costa Rica","CRC-MECH-002","right_to_stand_for_election","CRC-ACT-002","Registro Civil","CRC-ACT-001","Tribunal Supremo de Elecciones (TSE)","coordinates_with","internal_governance","CRC-CE","CRC-CE 28","Funciones El Registro Electoral tendrá las siguientes funciones: > **a)** Llevar el registro de partidos políticos. En este registro se asentarán las inscripciones indicadas en el artículo 56 de este ","statutory","4","discretionary","no","no","no","medium","coordination_assignment","false","multi-authority provision"
"CRCV2-EDGE-0038","Costa Rica","CRC-MECH-011","electoral_authority_internal_governance","CRC-ACT-001","Tribunal Supremo de Elecciones (TSE)","CRC-ACT-007","Ciudadanos / Ciudadanas","organizes_process","organization","CRC-CE","CRC-CE 45","Integración del Cuerpo Nacional de Delegados El Cuerpo Nacional de Delegados previsto en el inciso 6) del artículo 102 de la Constitución Política estará constituido por ciudadanos voluntarios que pod","statutory","4","discretionary","no","no","no","medium","explicit_textual_relation","false",""
"CRCV2-EDGE-0041","Costa Rica","CRC-MECH-003","political_parties","CRC-ACT-005","Asamblea Legislativa","CRC-ACT-006","Partidos Políticos","unknown_functional_relationship","organization","CRC-CE","CRC-CE 51","Ámbito de participación electoral de los partidos políticos Los partidos políticos tendrán carácter nacional cuando se inscriban para la elección a la Presidencia y Vicepresidencias de la República, a","statutory","4","discretionary","no","no","no","low","explicit_textual_relation","false",""
"CRCV2-EDGE-0064","Costa Rica","CRC-MECH-001","vote","CRC-ACT-001","Tribunal Supremo de Elecciones (TSE)","CRC-ACT-008","Poder Ejecutivo","validates_signatures","implementation","CRC-CE","CRC-CE 90","Determinación del aporte estatal Doce meses antes de las elecciones y dentro de los límites establecidos en el artículo 96 de la Constitución Política, el TSE fijará el monto de la contribución que el","statutory","4","discretionary","no","no","no","high","explicit_textual_relation","false",""
"CRCV2-EDGE-0065","Costa Rica","CRC-MECH-001","vote","CRC-ACT-005","Asamblea Legislativa","CRC-ACT-006","Partidos Políticos","validates_signatures","implementation","CRC-CE","CRC-CE 90","Determinación del aporte estatal Doce meses antes de las elecciones y dentro de los límites establecidos en el artículo 96 de la Constitución Política, el TSE fijará el monto de la contribución que el","statutory","4","discretionary","no","no","no","high","explicit_textual_relation","false",""
"CRCV2-EDGE-0066","Costa Rica","CRC-MECH-001","vote","CRC-ACT-005","Asamblea Legislativa","CRC-ACT-008","Poder Ejecutivo","validates_signatures","implementation","CRC-CE","CRC-CE 90","Determinación del aporte estatal Doce meses antes de las elecciones y dentro de los límites establecidos en el artículo 96 de la Constitución Política, el TSE fijará el monto de la contribución que el","statutory","4","discretionary","no","no","no","high","explicit_textual_relation","false",""
"CRCV2-EDGE-0071","Costa Rica","CRC-MECH-003","political_parties","CRC-ACT-005","Asamblea Legislativa","CRC-ACT-008","Poder Ejecutivo","funds_or_allocates_resources","organization","CRC-CE","CRC-CE 96","Financiamiento anticipado Del monto total que se determine como contribución estatal, los partidos políticos podrán recibir, en forma anticipada y previa rendición de las garantías líquidas suficiente","statutory","4","discretionary","no","no","no","medium","explicit_textual_relation","false",""
"CRCV2-EDGE-0077","Costa Rica","CRC-MECH-003","political_parties","CRC-ACT-001","Tribunal Supremo de Elecciones (TSE)","CRC-ACT-005","Asamblea Legislativa","coordinates_with","internal_governance","CRC-CE","CRC-CE 107","Comprobación de gastos Dentro de los sesenta días hábiles siguientes a la declaratoria de elección de diputados, cada partido con derecho a recibir el aporte estatal deberá hacer su cobro al TSE, medi","statutory","4","mandatory","yes","yes","no","medium","coordination_assignment","false","multi-authority provision"
"CRCV2-EDGE-0078","Costa Rica","CRC-MECH-003","political_parties","CRC-ACT-005","Asamblea Legislativa","CRC-ACT-001","Tribunal Supremo de Elecciones (TSE)","coordinates_with","internal_governance","CRC-CE","CRC-CE 107","Comprobación de gastos Dentro de los sesenta días hábiles siguientes a la declaratoria de elección de diputados, cada partido con derecho a recibir el aporte estatal deberá hacer su cobro al TSE, medi","statutory","4","mandatory","yes","yes","no","medium","coordination_assignment","false","multi-authority provision"
"CRCV2-EDGE-0079","Costa Rica","CRC-MECH-003","political_parties","CRC-ACT-001","Tribunal Supremo de Elecciones (TSE)","CRC-ACT-008","Poder Ejecutivo","issues_call","activation","CRC-CE","CRC-CE 108","Emisión de bonos A más tardar en la fecha de convocatoria a elecciones nacionales, el Poder Ejecutivo podrá emitir bonos por el monto que el Estado reconocerá a los partidos políticos, para pagar sus ","statutory","4","discretionary","no","no","no","high","explicit_textual_relation","false",""
"CRCV2-EDGE-0093","Costa Rica","CRC-MECH-003","political_parties","CRC-ACT-001","Tribunal Supremo de Elecciones (TSE)","CRC-ACT-007","Ciudadanos / Ciudadanas","issues_call","activation","CRC-CE","CRC-CE 136","Libertad para difundir propaganda Los partidos políticos tienen derecho a difundir, desde el día de la convocatoria a elecciones y hasta tres días antes del día de las elecciones, inclusive, toda clas","statutory","4","discretionary","yes","no","no","high","explicit_textual_relation","false",""
"CRCV2-EDGE-0094","Costa Rica","CRC-MECH-011","electoral_authority_internal_governance","CRC-ACT-001","Tribunal Supremo de Elecciones (TSE)","CRC-ACT-005","Asamblea Legislativa","coordinates_with","internal_governance","CRC-CE","CRC-CE 140","Plazo de custodia y entrega de documentos Los institutos, las universidades, cualquier ente público o privado y las empresas dedicadas a elaborar encuestas y sondeos de opinión de carácter político-el","statutory","4","discretionary","yes","no","no","medium","coordination_assignment","false","multi-authority provision"
"CRCV2-EDGE-0095","Costa Rica","CRC-MECH-011","electoral_authority_internal_governance","CRC-ACT-005","Asamblea Legislativa","CRC-ACT-001","Tribunal Supremo de Elecciones (TSE)","coordinates_with","internal_governance","CRC-CE","CRC-CE 140","Plazo de custodia y entrega de documentos Los institutos, las universidades, cualquier ente público o privado y las empresas dedicadas a elaborar encuestas y sondeos de opinión de carácter político-el","statutory","4","discretionary","yes","no","no","medium","coordination_assignment","false","multi-authority provision"
"CRCV2-EDGE-0096","Costa Rica","CRC-MECH-011","electoral_authority_internal_governance","CRC-ACT-001","Tribunal Supremo de Elecciones (TSE)","CRC-ACT-008","Poder Ejecutivo","issues_call","activation","CRC-CE","CRC-CE 142","Información de la gestión gubernamental Prohíbese a las instituciones del Poder Ejecutivo, de la administración descentralizada y de las empresas del Estado, a las alcaldías y los concejos municipales","statutory","4","discretionary","yes","no","no","medium","explicit_textual_relation","false",""
"CRCV2-EDGE-0097","Costa Rica","CRC-MECH-001","vote","CRC-ACT-009","Corte Suprema de Justicia","CRC-ACT-006","Partidos Políticos","supervises","oversight","CRC-CE","CRC-CE 146","Prohibición para empleados y funcionarios públicos Prohíbese a los empleados públicos dedicarse a trabajos o discusiones de carácter político-electoral, durante las horas laborales y usar su cargo par","statutory","4","discretionary","yes","no","no","high","explicit_textual_relation","false",""
"CRCV2-EDGE-0110","Costa Rica","COS-MECH-","","CRC-ACT-005","Asamblea Legislativa","CRC-ACT-008","Poder Ejecutivo","adjudicates","adjudication","CRC-CE","CRC-CE 201","Diversos sistemas que se emplean en la elección para presidente y vicepresidentes y adjudicación de plazas de diputados(as) La elección para presidente y vicepresidentes de la República se hará por el","statutory","3","discretionary","no","no","no","medium","explicit_textual_relation","false",""
"CRCV2-EDGE-0123","Costa Rica","CRC-MECH-011","electoral_authority_internal_governance","CRC-ACT-005","Asamblea Legislativa","CRC-ACT-008","Poder Ejecutivo","submits_to","internal_governance","CRC-CE","CRC-CE 262","Cancelación de credenciales de los miembros de los Supremos Poderes El TSE cancelará o anulará las credenciales del presidente, los vicepresidentes de la República y de los diputados(as) a la Asamblea","statutory","4","discretionary","no","no","no","high","explicit_textual_relation","false",""
"CRCV2-EDGE-0126","Costa Rica","COS-MECH-","","CRC-ACT-009","Corte Suprema de Justicia","CRC-ACT-008","Poder Ejecutivo","submits_to","unknown_stage","CRC-CE","CRC-CE 270","Levantamiento de la inmunidad Si la denuncia contiene cargos contra el presidente, vicepresidentes, ministros(as) de Gobierno, ministros(as) diplomáticos(as), contralor(a) y subcontralor(a) generales ","statutory","3","discretionary","no","no","no","medium","explicit_textual_relation","false",""
"CRCV2-EDGE-0127","Costa Rica","COS-MECH-","","CRC-ACT-005","Asamblea Legislativa","CRC-ACT-009","Corte Suprema de Justicia","coordinates_with","internal_governance","CRC-CE","CRC-CE 270","Levantamiento de la inmunidad Si la denuncia contiene cargos contra el presidente, vicepresidentes, ministros(as) de Gobierno, ministros(as) diplomáticos(as), contralor(a) y subcontralor(a) generales ","statutory","3","discretionary","no","no","no","medium","coordination_assignment","false","multi-authority provision"
"CRCV2-EDGE-0128","Costa Rica","COS-MECH-","","CRC-ACT-009","Corte Suprema de Justicia","CRC-ACT-005","Asamblea Legislativa","coordinates_with","internal_governance","CRC-CE","CRC-CE 270","Levantamiento de la inmunidad Si la denuncia contiene cargos contra el presidente, vicepresidentes, ministros(as) de Gobierno, ministros(as) diplomáticos(as), contralor(a) y subcontralor(a) generales ","statutory","3","discretionary","no","no","no","medium","coordination_assignment","false","multi-authority provision"
"CRCV2-EDGE-0141","Costa Rica","CRC-MECH-001","vote","CRC-ACT-002","Registro Civil","CRC-ACT-008","Poder Ejecutivo","unknown_functional_relationship","voting_or_participation","CRC-CE","CRC-CE 310","Modificaciones de otras leyes Modifícanse las siguientes disposiciones: > **\ > a)** El artículo 14 del Código Municipal. El texto dirá: > > **[\""Artículo 14.-]{.underline}** > > Denomínase alcalde mu","statutory","4","discretionary","yes","no","yes","low","explicit_textual_relation","false",""
"CRCV2-EDGE-0142","Costa Rica","CRC-MECH-001","vote","CRC-ACT-002","Registro Civil","CRC-ACT-005","Asamblea Legislativa","coordinates_with","internal_governance","CRC-CE","CRC-CE 310","Modificaciones de otras leyes Modifícanse las siguientes disposiciones: > **\ > a)** El artículo 14 del Código Municipal. El texto dirá: > > **[\""Artículo 14.-]{.underline}** > > Denomínase alcalde mu","statutory","4","discretionary","yes","no","yes","medium","coordination_assignment","false","multi-authority provision"
"CRCV2-EDGE-0143","Costa Rica","CRC-MECH-001","vote","CRC-ACT-005","Asamblea Legislativa","CRC-ACT-002","Registro Civil","coordinates_with","internal_governance","CRC-CE","CRC-CE 310","Modificaciones de otras leyes Modifícanse las siguientes disposiciones: > **\ > a)** El artículo 14 del Código Municipal. El texto dirá: > > **[\""Artículo 14.-]{.underline}** > > Denomínase alcalde mu","statutory","4","discretionary","yes","no","yes","medium","coordination_assignment","false","multi-authority provision"
"CRCV2-EDGE-0144","Costa Rica","CRC-MECH-011","electoral_authority_internal_governance","CRC-ACT-001","Tribunal Supremo de Elecciones (TSE)","CRC-ACT-009","Corte Suprema de Justicia","coordinates_with","internal_governance","CRC-CPOL","CRC-CPOL 10","Corresponderá a una Sala especializada de la Corte Suprema de Justicia declarar, por mayoría absoluta de sus miembros, la inconstitucionalidad de las normas de cualquier naturaleza y de los actos suje","constitutional","5","discretionary","no","no","no","medium","coordination_assignment","false","multi-authority provision"
"CRCV2-EDGE-0145","Costa Rica","CRC-MECH-011","electoral_authority_internal_governance","CRC-ACT-009","Corte Suprema de Justicia","CRC-ACT-001","Tribunal Supremo de Elecciones (TSE)","coordinates_with","internal_governance","CRC-CPOL","CRC-CPOL 10","Corresponderá a una Sala especializada de la Corte Suprema de Justicia declarar, por mayoría absoluta de sus miembros, la inconstitucionalidad de las normas de cualquier naturaleza y de los actos suje","constitutional","5","discretionary","no","no","no","medium","coordination_assignment","false","multi-authority provision"
"CRCV2-EDGE-0147","Costa Rica","COS-MECH-","","CRC-ACT-005","Asamblea Legislativa","CRC-ACT-008","Poder Ejecutivo","funds_or_allocates_resources","unknown_stage","CRC-CPOL","CRC-CPOL 85","El Estado dotará de patrimonio propio a la Universidad de Costa Rica, al Instituto Tecnológico de Costa Rica, a la Universidad Nacional y a la Universidad Estatal a Distancia y les creará rentas propi","constitutional","4","discretionary","no","no","no","medium","explicit_textual_relation","false",""
"CRCV2-EDGE-0152","Costa Rica","CRC-MECH-001","vote","CRC-ACT-002","Registro Civil","CRC-ACT-003","Juntas Electorales","unknown_functional_relationship","voting_or_participation","CRC-CPOL","CRC-CPOL 93","El sufragio es función cívica primordial y obligatoria y se ejerce ante las Juntas Electorales en votación directa y secreta, por los ciudadanos inscritos en el Registro Civil.","constitutional","5","discretionary","no","no","no","low","explicit_textual_relation","false",""
"CRCV2-EDGE-0153","Costa Rica","CRC-MECH-001","vote","CRC-ACT-002","Registro Civil","CRC-ACT-007","Ciudadanos / Ciudadanas","unknown_functional_relationship","voting_or_participation","CRC-CPOL","CRC-CPOL 93","El sufragio es función cívica primordial y obligatoria y se ejerce ante las Juntas Electorales en votación directa y secreta, por los ciudadanos inscritos en el Registro Civil.","constitutional","5","discretionary","no","no","no","low","explicit_textual_relation","false",""
"CRCV2-EDGE-0156","Costa Rica","CRC-MECH-001","vote","CRC-ACT-005","Asamblea Legislativa","CRC-ACT-006","Partidos Políticos","organizes_process","organization","CRC-CPOL","CRC-CPOL 96","El Estado no podrá deducir nada de las remuneraciones de los servidores políticos para el pago de deudas políticas. El Estado contribuirá a sufragar los gastos de los partidos políticos, de acuerdo co","constitutional","5","discretionary","no","no","no","high","explicit_textual_relation","false",""
"CRCV2-EDGE-0157","Costa Rica","CRC-MECH-001","vote","CRC-ACT-005","Asamblea Legislativa","CRC-ACT-008","Poder Ejecutivo","organizes_process","organization","CRC-CPOL","CRC-CPOL 96","El Estado no podrá deducir nada de las remuneraciones de los servidores políticos para el pago de deudas políticas. El Estado contribuirá a sufragar los gastos de los partidos políticos, de acuerdo co","constitutional","5","discretionary","no","no","no","high","explicit_textual_relation","false",""
"CRCV2-EDGE-0158","Costa Rica","CRC-MECH-001","vote","CRC-ACT-001","Tribunal Supremo de Elecciones (TSE)","CRC-ACT-005","Asamblea Legislativa","coordinates_with","internal_governance","CRC-CPOL","CRC-CPOL 97","Para la discusión y aprobación de proyectos de ley relativos a materias electorales, la Asamblea Legislativa deberá consultar al Tribunal Supremo de Elecciones; para apartarse de su opinión se necesit","constitutional","5","discretionary","no","no","no","medium","coordination_assignment","false","multi-authority provision"
"CRCV2-EDGE-0159","Costa Rica","CRC-MECH-001","vote","CRC-ACT-005","Asamblea Legislativa","CRC-ACT-001","Tribunal Supremo de Elecciones (TSE)","coordinates_with","internal_governance","CRC-CPOL","CRC-CPOL 97","Para la discusión y aprobación de proyectos de ley relativos a materias electorales, la Asamblea Legislativa deberá consultar al Tribunal Supremo de Elecciones; para apartarse de su opinión se necesit","constitutional","5","discretionary","no","no","no","medium","coordination_assignment","false","multi-authority provision"
"CRCV2-EDGE-0160","Costa Rica","CRC-MECH-003","political_parties","CRC-ACT-001","Tribunal Supremo de Elecciones (TSE)","CRC-ACT-006","Partidos Políticos","funds_or_allocates_resources","organization","CRC-CPOL","CRC-CPOL 98","Los ciudadanos tendrán el derecho de agruparse en partidos para intervenir en la política nacional, siempre que los partidos se comprometan en sus programas a respetar el orden constitucional de la Re","constitutional","5","discretionary","no","no","no","medium","explicit_textual_relation","false",""
"CRCV2-EDGE-0161","Costa Rica","CRC-MECH-003","political_parties","CRC-ACT-001","Tribunal Supremo de Elecciones (TSE)","CRC-ACT-007","Ciudadanos / Ciudadanas","funds_or_allocates_resources","organization","CRC-CPOL","CRC-CPOL 98","Los ciudadanos tendrán el derecho de agruparse en partidos para intervenir en la política nacional, siempre que los partidos se comprometan en sus programas a respetar el orden constitucional de la Re","constitutional","5","discretionary","no","no","no","medium","explicit_textual_relation","false",""
"CRCV2-EDGE-0162","Costa Rica","CRC-MECH-011","electoral_authority_internal_governance","CRC-ACT-001","Tribunal Supremo de Elecciones (TSE)","CRC-ACT-008","Poder Ejecutivo","appoints_or_designates","internal_governance","CRC-CPOL","CRC-CPOL 100","El Tribunal Supremo de Elecciones estará integrado, ordinariamente por tres Magistrados propietarios y seis suplentes, nombrados por la Corte Suprema de Justicia por los votos de no menos de los dos t","constitutional","5","discretionary","no","no","no","medium","explicit_textual_relation","false",""
"CRCV2-EDGE-0163","Costa Rica","CRC-MECH-011","electoral_authority_internal_governance","CRC-ACT-005","Asamblea Legislativa","CRC-ACT-008","Poder Ejecutivo","appoints_or_designates","internal_governance","CRC-CPOL","CRC-CPOL 100","El Tribunal Supremo de Elecciones estará integrado, ordinariamente por tres Magistrados propietarios y seis suplentes, nombrados por la Corte Suprema de Justicia por los votos de no menos de los dos t","constitutional","5","discretionary","no","no","no","medium","explicit_textual_relation","false",""
"CRCV2-EDGE-0164","Costa Rica","CRC-MECH-011","electoral_authority_internal_governance","CRC-ACT-009","Corte Suprema de Justicia","CRC-ACT-008","Poder Ejecutivo","appoints_or_designates","internal_governance","CRC-CPOL","CRC-CPOL 100","El Tribunal Supremo de Elecciones estará integrado, ordinariamente por tres Magistrados propietarios y seis suplentes, nombrados por la Corte Suprema de Justicia por los votos de no menos de los dos t","constitutional","5","discretionary","no","no","no","medium","explicit_textual_relation","false",""
"CRCV2-EDGE-0165","Costa Rica","CRC-MECH-011","electoral_authority_internal_governance","CRC-ACT-001","Tribunal Supremo de Elecciones (TSE)","CRC-ACT-005","Asamblea Legislativa","coordinates_with","internal_governance","CRC-CPOL","CRC-CPOL 100","El Tribunal Supremo de Elecciones estará integrado, ordinariamente por tres Magistrados propietarios y seis suplentes, nombrados por la Corte Suprema de Justicia por los votos de no menos de los dos t","constitutional","5","discretionary","no","no","no","medium","coordination_assignment","false","multi-authority provision"
"CRCV2-EDGE-0166","Costa Rica","CRC-MECH-011","electoral_authority_internal_governance","CRC-ACT-005","Asamblea Legislativa","CRC-ACT-001","Tribunal Supremo de Elecciones (TSE)","coordinates_with","internal_governance","CRC-CPOL","CRC-CPOL 100","El Tribunal Supremo de Elecciones estará integrado, ordinariamente por tres Magistrados propietarios y seis suplentes, nombrados por la Corte Suprema de Justicia por los votos de no menos de los dos t","constitutional","5","discretionary","no","no","no","medium","coordination_assignment","false","multi-authority provision"
"CRCV2-EDGE-0167","Costa Rica","CRC-MECH-011","electoral_authority_internal_governance","CRC-ACT-005","Asamblea Legislativa","CRC-ACT-009","Corte Suprema de Justicia","coordinates_with","internal_governance","CRC-CPOL","CRC-CPOL 100","El Tribunal Supremo de Elecciones estará integrado, ordinariamente por tres Magistrados propietarios y seis suplentes, nombrados por la Corte Suprema de Justicia por los votos de no menos de los dos t","constitutional","5","discretionary","no","no","no","medium","coordination_assignment","false","multi-authority provision"
"CRCV2-EDGE-0168","Costa Rica","CRC-MECH-011","electoral_authority_internal_governance","CRC-ACT-009","Corte Suprema de Justicia","CRC-ACT-005","Asamblea Legislativa","coordinates_with","internal_governance","CRC-CPOL","CRC-CPOL 100","El Tribunal Supremo de Elecciones estará integrado, ordinariamente por tres Magistrados propietarios y seis suplentes, nombrados por la Corte Suprema de Justicia por los votos de no menos de los dos t","constitutional","5","discretionary","no","no","no","medium","coordination_assignment","false","multi-authority provision"
"CRCV2-EDGE-0170","Costa Rica","COS-MECH-","","CRC-ACT-009","Corte Suprema de Justicia","CRC-ACT-008","Poder Ejecutivo","unknown_functional_relationship","implementation","CRC-CPOL","CRC-CPOL 102 Num. 5","5) Investigar por sí o por medio de delegados, y pronunciarse con respecto a toda denuncia formulada por los partidos sobre parcialidad política de los servidores del Estado en el ejercicio de sus car","constitutional","4","discretionary","no","no","no","low","explicit_textual_relation","false",""
"CRCV2-EDGE-0171","Costa Rica","COS-MECH-","","CRC-ACT-005","Asamblea Legislativa","CRC-ACT-009","Corte Suprema de Justicia","coordinates_with","internal_governance","CRC-CPOL","CRC-CPOL 102 Num. 5","5) Investigar por sí o por medio de delegados, y pronunciarse con respecto a toda denuncia formulada por los partidos sobre parcialidad política de los servidores del Estado en el ejercicio de sus car","constitutional","4","discretionary","no","no","no","medium","coordination_assignment","false","multi-authority provision"
"CRCV2-EDGE-0172","Costa Rica","COS-MECH-","","CRC-ACT-009","Corte Suprema de Justicia","CRC-ACT-005","Asamblea Legislativa","coordinates_with","internal_governance","CRC-CPOL","CRC-CPOL 102 Num. 5","5) Investigar por sí o por medio de delegados, y pronunciarse con respecto a toda denuncia formulada por los partidos sobre parcialidad política de los servidores del Estado en el ejercicio de sus car","constitutional","4","discretionary","no","no","no","medium","coordination_assignment","false","multi-authority provision"
"CRCV2-EDGE-0175","Costa Rica","CRC-MECH-011","electoral_authority_internal_governance","CRC-ACT-001","Tribunal Supremo de Elecciones (TSE)","CRC-ACT-002","Registro Civil","coordinates_with","internal_governance","CRC-CPOL","CRC-CPOL 104","Bajo la dependencia exclusiva del Tribunal Supremo de Elecciones está el Registro Civil, cuyas funciones son:","constitutional","5","discretionary","no","no","no","medium","coordination_assignment","false","multi-authority provision"
"CRCV2-EDGE-0176","Costa Rica","CRC-MECH-011","electoral_authority_internal_governance","CRC-ACT-002","Registro Civil","CRC-ACT-001","Tribunal Supremo de Elecciones (TSE)","coordinates_with","internal_governance","CRC-CPOL","CRC-CPOL 104","Bajo la dependencia exclusiva del Tribunal Supremo de Elecciones está el Registro Civil, cuyas funciones son:","constitutional","5","discretionary","no","no","no","medium","coordination_assignment","false","multi-authority provision"
"CRCV2-EDGE-0178","Costa Rica","CRC-MECH-007","electoral_remedies","CRC-ACT-001","Tribunal Supremo de Elecciones (TSE)","CRC-ACT-007","Ciudadanos / Ciudadanas","unknown_functional_relationship","adjudication","CRC-CPOL","CRC-CPOL 104 Num. 2","2) Resolver las solicitudes para adquirir y recuperar la calidad de costarricense, así como los casos de pérdida de nacionalidad; ejecutar las sentencias judiciales que suspendan la ciudadanía y resol","constitutional","5","discretionary","no","no","no","low","explicit_textual_relation","false",""
"CRCV2-EDGE-0179","Costa Rica","CRC-MECH-007","electoral_remedies","CRC-ACT-002","Registro Civil","CRC-ACT-007","Ciudadanos / Ciudadanas","unknown_functional_relationship","adjudication","CRC-CPOL","CRC-CPOL 104 Num. 2","2) Resolver las solicitudes para adquirir y recuperar la calidad de costarricense, así como los casos de pérdida de nacionalidad; ejecutar las sentencias judiciales que suspendan la ciudadanía y resol","constitutional","5","discretionary","no","no","no","low","explicit_textual_relation","false",""
"CRCV2-EDGE-0180","Costa Rica","CRC-MECH-007","electoral_remedies","CRC-ACT-001","Tribunal Supremo de Elecciones (TSE)","CRC-ACT-002","Registro Civil","coordinates_with","internal_governance","CRC-CPOL","CRC-CPOL 104 Num. 2","2) Resolver las solicitudes para adquirir y recuperar la calidad de costarricense, así como los casos de pérdida de nacionalidad; ejecutar las sentencias judiciales que suspendan la ciudadanía y resol","constitutional","5","discretionary","no","no","no","medium","coordination_assignment","false","multi-authority provision"
"CRCV2-EDGE-0181","Costa Rica","CRC-MECH-007","electoral_remedies","CRC-ACT-002","Registro Civil","CRC-ACT-001","Tribunal Supremo de Elecciones (TSE)","coordinates_with","internal_governance","CRC-CPOL","CRC-CPOL 104 Num. 2","2) Resolver las solicitudes para adquirir y recuperar la calidad de costarricense, así como los casos de pérdida de nacionalidad; ejecutar las sentencias judiciales que suspendan la ciudadanía y resol","constitutional","5","discretionary","no","no","no","medium","coordination_assignment","false","multi-authority provision"
"CRCV2-EDGE-0187","Costa Rica","CRC-MECH-009","legislative_petition_or_participation","CRC-ACT-009","Corte Suprema de Justicia","CRC-ACT-008","Poder Ejecutivo","unknown_functional_relationship","implementation","CRC-CPOL","CRC-CPOL 122","Es prohibido a la Asamblea dar votos de aplauso respecto de actos oficiales, así como reconocer a cargo del Tesoro Público obligaciones que no hayan sido previamente declaradas por el Poder Judicial, ","constitutional","5","discretionary","no","no","no","low","explicit_textual_relation","false",""
"CRCV2-EDGE-0188","Costa Rica","CRC-MECH-009","legislative_petition_or_participation","CRC-ACT-005","Asamblea Legislativa","CRC-ACT-008","Poder Ejecutivo","unknown_functional_relationship","implementation","CRC-CPOL","CRC-CPOL 123","Durante las sesiones ordinarias, la iniciativa en la formación de las leyes corresponde a cualquiera de los miembros de la Asamblea Legislativa y al Poder Ejecutivo, por medio de los Ministros de Gobi","constitutional","5","mandatory","no","no","no","medium","explicit_textual_relation","false",""
"CRCV2-EDGE-0194","Costa Rica","CRC-MECH-011","electoral_authority_internal_governance","CRC-ACT-002","Registro Civil","CRC-ACT-009","Corte Suprema de Justicia","coordinates_with","internal_governance","CRC-CPOL","CRC-CPOL 132 Num. 5","5) Los Magistrados propietarios de la Corte Suprema de Justicia, los Magistrados propietarios y suplentes del Tribunal Supremo de Elecciones, el Director del Registro Civil, los directores o gerentes ","constitutional","5","discretionary","no","no","no","medium","coordination_assignment","false","multi-authority provision"
"CRCV2-EDGE-0195","Costa Rica","CRC-MECH-011","electoral_authority_internal_governance","CRC-ACT-009","Corte Suprema de Justicia","CRC-ACT-002","Registro Civil","coordinates_with","internal_governance","CRC-CPOL","CRC-CPOL 132 Num. 5","5) Los Magistrados propietarios de la Corte Suprema de Justicia, los Magistrados propietarios y suplentes del Tribunal Supremo de Elecciones, el Director del Registro Civil, los directores o gerentes ","constitutional","5","discretionary","no","no","no","medium","coordination_assignment","false","multi-authority provision"
"CRCV2-EDGE-0207","Costa Rica","CRC-MECH-001","vote","CRC-ACT-005","Asamblea Legislativa","CRC-ACT-009","Corte Suprema de Justicia","coordinates_with","internal_governance","CRC-CPOL","CRC-CPOL 158","Los Magistrados de la Corte Suprema de Justicia serán electos por ocho años y se considerarán reelegidos para períodos iguales, salvo que en votación no menor de las dos terceras partes del total de l","constitutional","5","discretionary","no","no","no","medium","coordination_assignment","false","multi-authority provision"
"CRCV2-EDGE-0208","Costa Rica","CRC-MECH-001","vote","CRC-ACT-009","Corte Suprema de Justicia","CRC-ACT-005","Asamblea Legislativa","coordinates_with","internal_governance","CRC-CPOL","CRC-CPOL 158","Los Magistrados de la Corte Suprema de Justicia serán electos por ocho años y se considerarán reelegidos para períodos iguales, salvo que en votación no menor de las dos terceras partes del total de l","constitutional","5","discretionary","no","no","no","medium","coordination_assignment","false","multi-authority provision"
"CRCV2-EDGE-0209","Costa Rica","CRC-MECH-002","right_to_stand_for_election","CRC-ACT-005","Asamblea Legislativa","CRC-ACT-009","Corte Suprema de Justicia","coordinates_with","internal_governance","CRC-CPOL","CRC-CPOL 164","La Asamblea Legislativa nombrará no menos de veinticinco Magistrados suplentes escogidos entre la nómina de cincuenta candidatos que le presentará la Corte Suprema de Justicia. Las faltas temporales d","constitutional","5","discretionary","yes","no","no","medium","coordination_assignment","false","multi-authority provision"
