"edge_id","country","source_actor_id","source_actor_name","source_role","target_actor_id","target_actor_name","target_role","mechanism_id","mechanism_name","mechanism_category","relationship_type","process_stage","edge_confidence","legal_anchor_type","anchor_strength","anchor_category","derivation_method","manual_review_required","notes"
"MEX-EDGE-0483","Mexico","MEX-ACT-003","Suprema Corte de Justicia de la Nación (SCJN)","supervisor","MEX-ACT-009","Secretaría de la Función Pública / Órganos Internos de Control","supervisor","MEX-MECH-005","citizen_initiative","legislative","coordinates_with","citizen_initiative_processing","medium","statutory","2","statutory","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0484","Mexico","MEX-ACT-009","Secretaría de la Función Pública / Órganos Internos de Control","supervisor","MEX-ACT-003","Suprema Corte de Justicia de la Nación (SCJN)","supervisor","MEX-MECH-005","citizen_initiative","legislative","coordinates_with","citizen_initiative_processing","medium","statutory","2","statutory","role_hierarchy_with_relationship_type_hint","false",""
"MEX-EDGE-0485","Mexico","MEX-ACT-009","Secretaría de la Función Pública / Órganos Internos de Control","supervisor","MEX-ACT-008","Fiscalía General de la República (FGR)","enforcer","MEX-MECH-005","citizen_initiative","legislative","coordinates_with","citizen_initiative_processing","medium","statutory","2","statutory","role_hierarchy_with_relationship_type_hint","false",""
"CRC-EDGE-0486","Costa Rica","CRC-ACT-001","Tribunal Supremo de Elecciones (TSE)","orchestrator","CRC-ACT-006","Partidos Políticos","political_actor","CRC-MECH-POLITICAL_PA","political_parties","party_governance","regulates","party_registration_and_oversight","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0487","Costa Rica","CRC-ACT-001","Tribunal Supremo de Elecciones (TSE)","orchestrator","CRC-ACT-002","Registro Civil","subordinate","CRC-MECH-POLITICAL_PA","political_parties","party_governance","supervises","party_registration_and_oversight","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0488","Costa Rica","CRC-ACT-001","Tribunal Supremo de Elecciones (TSE)","orchestrator","CRC-ACT-003","Juntas Electorales","subordinate","CRC-MECH-POLITICAL_PA","political_parties","party_governance","supervises","party_registration_and_oversight","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0489","Costa Rica","CRC-ACT-004","Sala Constitucional (Sala IV)","adjudicator","CRC-ACT-001","Tribunal Supremo de Elecciones (TSE)","orchestrator","CRC-MECH-POLITICAL_PA","political_parties","party_governance","reviews","party_registration_and_oversight","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0490","Costa Rica","CRC-ACT-001","Tribunal Supremo de Elecciones (TSE)","orchestrator","CRC-ACT-007","Ciudadanos / Ciudadanas","rights_holder","CRC-MECH-POLITICAL_PA","political_parties","party_governance","administers","party_registration_and_oversight","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0491","Costa Rica","CRC-ACT-005","Asamblea Legislativa","legislator","CRC-ACT-001","Tribunal Supremo de Elecciones (TSE)","orchestrator","CRC-MECH-POLITICAL_PA","political_parties","party_governance","mandates","party_registration_and_oversight","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0492","Costa Rica","CRC-ACT-001","Tribunal Supremo de Elecciones (TSE)","orchestrator","CRC-ACT-008","Poder Ejecutivo","executive","CRC-MECH-POLITICAL_PA","political_parties","party_governance","coordinates_with","party_registration_and_oversight","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0493","Costa Rica","CRC-ACT-008","Poder Ejecutivo","executive","CRC-ACT-001","Tribunal Supremo de Elecciones (TSE)","orchestrator","CRC-MECH-POLITICAL_PA","political_parties","party_governance","coordinates_with","party_registration_and_oversight","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0494","Costa Rica","CRC-ACT-009","Corte Suprema de Justicia","supervisor","CRC-ACT-001","Tribunal Supremo de Elecciones (TSE)","orchestrator","CRC-MECH-POLITICAL_PA","political_parties","party_governance","oversees","party_registration_and_oversight","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0495","Costa Rica","CRC-ACT-002","Registro Civil","subordinate","CRC-ACT-006","Partidos Políticos","political_actor","CRC-MECH-POLITICAL_PA","political_parties","party_governance","coordinates_with","campaign","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0496","Costa Rica","CRC-ACT-003","Juntas Electorales","subordinate","CRC-ACT-006","Partidos Políticos","political_actor","CRC-MECH-POLITICAL_PA","political_parties","party_governance","coordinates_with","campaign","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0497","Costa Rica","CRC-ACT-004","Sala Constitucional (Sala IV)","adjudicator","CRC-ACT-006","Partidos Políticos","political_actor","CRC-MECH-POLITICAL_PA","political_parties","party_governance","reviews","campaign","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0498","Costa Rica","CRC-ACT-006","Partidos Políticos","political_actor","CRC-ACT-007","Ciudadanos / Ciudadanas","rights_holder","CRC-MECH-POLITICAL_PA","political_parties","party_governance","coordinates_with","campaign","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0499","Costa Rica","CRC-ACT-005","Asamblea Legislativa","legislator","CRC-ACT-006","Partidos Políticos","political_actor","CRC-MECH-POLITICAL_PA","political_parties","party_governance","coordinates_with","campaign","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0500","Costa Rica","CRC-ACT-008","Poder Ejecutivo","executive","CRC-ACT-006","Partidos Políticos","political_actor","CRC-MECH-POLITICAL_PA","political_parties","party_governance","coordinates_with","campaign","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0501","Costa Rica","CRC-ACT-009","Corte Suprema de Justicia","supervisor","CRC-ACT-006","Partidos Políticos","political_actor","CRC-MECH-POLITICAL_PA","political_parties","party_governance","coordinates_with","campaign","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0502","Costa Rica","CRC-ACT-002","Registro Civil","subordinate","CRC-ACT-003","Juntas Electorales","subordinate","CRC-MECH-POLITICAL_PA","political_parties","party_governance","coordinates_with","party_registration_and_oversight","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0503","Costa Rica","CRC-ACT-003","Juntas Electorales","subordinate","CRC-ACT-002","Registro Civil","subordinate","CRC-MECH-POLITICAL_PA","political_parties","party_governance","coordinates_with","party_registration_and_oversight","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0504","Costa Rica","CRC-ACT-004","Sala Constitucional (Sala IV)","adjudicator","CRC-ACT-002","Registro Civil","subordinate","CRC-MECH-POLITICAL_PA","political_parties","party_governance","reviews","party_registration_and_oversight","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0505","Costa Rica","CRC-ACT-002","Registro Civil","subordinate","CRC-ACT-007","Ciudadanos / Ciudadanas","rights_holder","CRC-MECH-POLITICAL_PA","political_parties","party_governance","coordinates_with","party_registration_and_oversight","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0506","Costa Rica","CRC-ACT-005","Asamblea Legislativa","legislator","CRC-ACT-002","Registro Civil","subordinate","CRC-MECH-POLITICAL_PA","political_parties","party_governance","mandates","party_registration_and_oversight","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0507","Costa Rica","CRC-ACT-008","Poder Ejecutivo","executive","CRC-ACT-002","Registro Civil","subordinate","CRC-MECH-POLITICAL_PA","political_parties","party_governance","coordinates_with","party_registration_and_oversight","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0508","Costa Rica","CRC-ACT-009","Corte Suprema de Justicia","supervisor","CRC-ACT-002","Registro Civil","subordinate","CRC-MECH-POLITICAL_PA","political_parties","party_governance","oversees","campaign","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0509","Costa Rica","CRC-ACT-004","Sala Constitucional (Sala IV)","adjudicator","CRC-ACT-003","Juntas Electorales","subordinate","CRC-MECH-POLITICAL_PA","political_parties","party_governance","reviews","party_registration_and_oversight","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0510","Costa Rica","CRC-ACT-003","Juntas Electorales","subordinate","CRC-ACT-007","Ciudadanos / Ciudadanas","rights_holder","CRC-MECH-POLITICAL_PA","political_parties","party_governance","coordinates_with","party_registration_and_oversight","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0511","Costa Rica","CRC-ACT-005","Asamblea Legislativa","legislator","CRC-ACT-003","Juntas Electorales","subordinate","CRC-MECH-POLITICAL_PA","political_parties","party_governance","mandates","party_registration_and_oversight","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0512","Costa Rica","CRC-ACT-008","Poder Ejecutivo","executive","CRC-ACT-003","Juntas Electorales","subordinate","CRC-MECH-POLITICAL_PA","political_parties","party_governance","coordinates_with","party_registration_and_oversight","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0513","Costa Rica","CRC-ACT-009","Corte Suprema de Justicia","supervisor","CRC-ACT-003","Juntas Electorales","subordinate","CRC-MECH-POLITICAL_PA","political_parties","party_governance","oversees","campaign","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0514","Costa Rica","CRC-ACT-004","Sala Constitucional (Sala IV)","adjudicator","CRC-ACT-007","Ciudadanos / Ciudadanas","rights_holder","CRC-MECH-POLITICAL_PA","political_parties","party_governance","coordinates_with","party_registration_and_oversight","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0515","Costa Rica","CRC-ACT-004","Sala Constitucional (Sala IV)","adjudicator","CRC-ACT-005","Asamblea Legislativa","legislator","CRC-MECH-POLITICAL_PA","political_parties","party_governance","coordinates_with","party_registration_and_oversight","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0516","Costa Rica","CRC-ACT-004","Sala Constitucional (Sala IV)","adjudicator","CRC-ACT-008","Poder Ejecutivo","executive","CRC-MECH-POLITICAL_PA","political_parties","party_governance","coordinates_with","party_registration_and_oversight","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0517","Costa Rica","CRC-ACT-004","Sala Constitucional (Sala IV)","adjudicator","CRC-ACT-009","Corte Suprema de Justicia","supervisor","CRC-MECH-POLITICAL_PA","political_parties","party_governance","coordinates_with","campaign","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0518","Costa Rica","CRC-ACT-005","Asamblea Legislativa","legislator","CRC-ACT-007","Ciudadanos / Ciudadanas","rights_holder","CRC-MECH-POLITICAL_PA","political_parties","party_governance","coordinates_with","party_registration_and_oversight","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0519","Costa Rica","CRC-ACT-008","Poder Ejecutivo","executive","CRC-ACT-007","Ciudadanos / Ciudadanas","rights_holder","CRC-MECH-POLITICAL_PA","political_parties","party_governance","coordinates_with","party_registration_and_oversight","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0520","Costa Rica","CRC-ACT-009","Corte Suprema de Justicia","supervisor","CRC-ACT-007","Ciudadanos / Ciudadanas","rights_holder","CRC-MECH-POLITICAL_PA","political_parties","party_governance","coordinates_with","campaign","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0521","Costa Rica","CRC-ACT-005","Asamblea Legislativa","legislator","CRC-ACT-008","Poder Ejecutivo","executive","CRC-MECH-POLITICAL_PA","political_parties","party_governance","coordinates_with","party_registration_and_oversight","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0522","Costa Rica","CRC-ACT-005","Asamblea Legislativa","legislator","CRC-ACT-009","Corte Suprema de Justicia","supervisor","CRC-MECH-POLITICAL_PA","political_parties","party_governance","coordinates_with","campaign","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0523","Costa Rica","CRC-ACT-009","Corte Suprema de Justicia","supervisor","CRC-ACT-005","Asamblea Legislativa","legislator","CRC-MECH-POLITICAL_PA","political_parties","party_governance","coordinates_with","campaign","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0524","Costa Rica","CRC-ACT-009","Corte Suprema de Justicia","supervisor","CRC-ACT-008","Poder Ejecutivo","executive","CRC-MECH-POLITICAL_PA","political_parties","party_governance","coordinates_with","campaign","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0525","Costa Rica","CRC-ACT-001","Tribunal Supremo de Elecciones (TSE)","orchestrator","CRC-ACT-006","Partidos Políticos","political_actor","CRC-MECH-ELECTORAL_RE","electoral_remedies","remedy","regulates","electoral_dispute_resolution","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0526","Costa Rica","CRC-ACT-001","Tribunal Supremo de Elecciones (TSE)","orchestrator","CRC-ACT-002","Registro Civil","subordinate","CRC-MECH-ELECTORAL_RE","electoral_remedies","remedy","supervises","electoral_dispute_resolution","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0527","Costa Rica","CRC-ACT-001","Tribunal Supremo de Elecciones (TSE)","orchestrator","CRC-ACT-003","Juntas Electorales","subordinate","CRC-MECH-ELECTORAL_RE","electoral_remedies","remedy","supervises","electoral_dispute_resolution","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0528","Costa Rica","CRC-ACT-004","Sala Constitucional (Sala IV)","adjudicator","CRC-ACT-001","Tribunal Supremo de Elecciones (TSE)","orchestrator","CRC-MECH-ELECTORAL_RE","electoral_remedies","remedy","reviews","electoral_dispute_resolution","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0529","Costa Rica","CRC-ACT-001","Tribunal Supremo de Elecciones (TSE)","orchestrator","CRC-ACT-007","Ciudadanos / Ciudadanas","rights_holder","CRC-MECH-ELECTORAL_RE","electoral_remedies","remedy","administers","electoral_dispute_resolution","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0530","Costa Rica","CRC-ACT-005","Asamblea Legislativa","legislator","CRC-ACT-001","Tribunal Supremo de Elecciones (TSE)","orchestrator","CRC-MECH-ELECTORAL_RE","electoral_remedies","remedy","mandates","electoral_dispute_resolution","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0531","Costa Rica","CRC-ACT-009","Corte Suprema de Justicia","supervisor","CRC-ACT-001","Tribunal Supremo de Elecciones (TSE)","orchestrator","CRC-MECH-ELECTORAL_RE","electoral_remedies","remedy","oversees","electoral_dispute_resolution","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0532","Costa Rica","CRC-ACT-001","Tribunal Supremo de Elecciones (TSE)","orchestrator","CRC-ACT-008","Poder Ejecutivo","executive","CRC-MECH-ELECTORAL_RE","electoral_remedies","remedy","coordinates_with","electoral_dispute_resolution","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0533","Costa Rica","CRC-ACT-008","Poder Ejecutivo","executive","CRC-ACT-001","Tribunal Supremo de Elecciones (TSE)","orchestrator","CRC-MECH-ELECTORAL_RE","electoral_remedies","remedy","coordinates_with","electoral_dispute_resolution","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0534","Costa Rica","CRC-ACT-002","Registro Civil","subordinate","CRC-ACT-006","Partidos Políticos","political_actor","CRC-MECH-ELECTORAL_RE","electoral_remedies","remedy","coordinates_with","electoral_dispute_resolution","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0535","Costa Rica","CRC-ACT-003","Juntas Electorales","subordinate","CRC-ACT-006","Partidos Políticos","political_actor","CRC-MECH-ELECTORAL_RE","electoral_remedies","remedy","coordinates_with","electoral_dispute_resolution","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0536","Costa Rica","CRC-ACT-004","Sala Constitucional (Sala IV)","adjudicator","CRC-ACT-006","Partidos Políticos","political_actor","CRC-MECH-ELECTORAL_RE","electoral_remedies","remedy","reviews","electoral_dispute_resolution","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0537","Costa Rica","CRC-ACT-006","Partidos Políticos","political_actor","CRC-ACT-007","Ciudadanos / Ciudadanas","rights_holder","CRC-MECH-ELECTORAL_RE","electoral_remedies","remedy","coordinates_with","electoral_dispute_resolution","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0538","Costa Rica","CRC-ACT-005","Asamblea Legislativa","legislator","CRC-ACT-006","Partidos Políticos","political_actor","CRC-MECH-ELECTORAL_RE","electoral_remedies","remedy","coordinates_with","electoral_dispute_resolution","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0539","Costa Rica","CRC-ACT-009","Corte Suprema de Justicia","supervisor","CRC-ACT-006","Partidos Políticos","political_actor","CRC-MECH-ELECTORAL_RE","electoral_remedies","remedy","coordinates_with","electoral_dispute_resolution","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0540","Costa Rica","CRC-ACT-008","Poder Ejecutivo","executive","CRC-ACT-006","Partidos Políticos","political_actor","CRC-MECH-ELECTORAL_RE","electoral_remedies","remedy","coordinates_with","electoral_dispute_resolution","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0541","Costa Rica","CRC-ACT-002","Registro Civil","subordinate","CRC-ACT-003","Juntas Electorales","subordinate","CRC-MECH-ELECTORAL_RE","electoral_remedies","remedy","coordinates_with","electoral_dispute_resolution","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0542","Costa Rica","CRC-ACT-003","Juntas Electorales","subordinate","CRC-ACT-002","Registro Civil","subordinate","CRC-MECH-ELECTORAL_RE","electoral_remedies","remedy","coordinates_with","electoral_dispute_resolution","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0543","Costa Rica","CRC-ACT-004","Sala Constitucional (Sala IV)","adjudicator","CRC-ACT-002","Registro Civil","subordinate","CRC-MECH-ELECTORAL_RE","electoral_remedies","remedy","reviews","electoral_dispute_resolution","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0544","Costa Rica","CRC-ACT-002","Registro Civil","subordinate","CRC-ACT-007","Ciudadanos / Ciudadanas","rights_holder","CRC-MECH-ELECTORAL_RE","electoral_remedies","remedy","coordinates_with","electoral_dispute_resolution","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0545","Costa Rica","CRC-ACT-005","Asamblea Legislativa","legislator","CRC-ACT-002","Registro Civil","subordinate","CRC-MECH-ELECTORAL_RE","electoral_remedies","remedy","mandates","electoral_dispute_resolution","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0546","Costa Rica","CRC-ACT-009","Corte Suprema de Justicia","supervisor","CRC-ACT-002","Registro Civil","subordinate","CRC-MECH-ELECTORAL_RE","electoral_remedies","remedy","oversees","electoral_dispute_resolution","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0547","Costa Rica","CRC-ACT-008","Poder Ejecutivo","executive","CRC-ACT-002","Registro Civil","subordinate","CRC-MECH-ELECTORAL_RE","electoral_remedies","remedy","coordinates_with","electoral_dispute_resolution","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0548","Costa Rica","CRC-ACT-004","Sala Constitucional (Sala IV)","adjudicator","CRC-ACT-003","Juntas Electorales","subordinate","CRC-MECH-ELECTORAL_RE","electoral_remedies","remedy","reviews","electoral_dispute_resolution","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0549","Costa Rica","CRC-ACT-003","Juntas Electorales","subordinate","CRC-ACT-007","Ciudadanos / Ciudadanas","rights_holder","CRC-MECH-ELECTORAL_RE","electoral_remedies","remedy","coordinates_with","electoral_dispute_resolution","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0550","Costa Rica","CRC-ACT-005","Asamblea Legislativa","legislator","CRC-ACT-003","Juntas Electorales","subordinate","CRC-MECH-ELECTORAL_RE","electoral_remedies","remedy","mandates","electoral_dispute_resolution","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0551","Costa Rica","CRC-ACT-009","Corte Suprema de Justicia","supervisor","CRC-ACT-003","Juntas Electorales","subordinate","CRC-MECH-ELECTORAL_RE","electoral_remedies","remedy","oversees","electoral_dispute_resolution","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0552","Costa Rica","CRC-ACT-008","Poder Ejecutivo","executive","CRC-ACT-003","Juntas Electorales","subordinate","CRC-MECH-ELECTORAL_RE","electoral_remedies","remedy","coordinates_with","electoral_dispute_resolution","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0553","Costa Rica","CRC-ACT-004","Sala Constitucional (Sala IV)","adjudicator","CRC-ACT-007","Ciudadanos / Ciudadanas","rights_holder","CRC-MECH-ELECTORAL_RE","electoral_remedies","remedy","coordinates_with","electoral_dispute_resolution","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0554","Costa Rica","CRC-ACT-004","Sala Constitucional (Sala IV)","adjudicator","CRC-ACT-005","Asamblea Legislativa","legislator","CRC-MECH-ELECTORAL_RE","electoral_remedies","remedy","coordinates_with","electoral_dispute_resolution","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0555","Costa Rica","CRC-ACT-004","Sala Constitucional (Sala IV)","adjudicator","CRC-ACT-009","Corte Suprema de Justicia","supervisor","CRC-MECH-ELECTORAL_RE","electoral_remedies","remedy","coordinates_with","electoral_dispute_resolution","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0556","Costa Rica","CRC-ACT-004","Sala Constitucional (Sala IV)","adjudicator","CRC-ACT-008","Poder Ejecutivo","executive","CRC-MECH-ELECTORAL_RE","electoral_remedies","remedy","coordinates_with","electoral_dispute_resolution","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0557","Costa Rica","CRC-ACT-005","Asamblea Legislativa","legislator","CRC-ACT-007","Ciudadanos / Ciudadanas","rights_holder","CRC-MECH-ELECTORAL_RE","electoral_remedies","remedy","coordinates_with","electoral_dispute_resolution","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0558","Costa Rica","CRC-ACT-009","Corte Suprema de Justicia","supervisor","CRC-ACT-007","Ciudadanos / Ciudadanas","rights_holder","CRC-MECH-ELECTORAL_RE","electoral_remedies","remedy","coordinates_with","electoral_dispute_resolution","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0559","Costa Rica","CRC-ACT-008","Poder Ejecutivo","executive","CRC-ACT-007","Ciudadanos / Ciudadanas","rights_holder","CRC-MECH-ELECTORAL_RE","electoral_remedies","remedy","coordinates_with","electoral_dispute_resolution","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0560","Costa Rica","CRC-ACT-005","Asamblea Legislativa","legislator","CRC-ACT-009","Corte Suprema de Justicia","supervisor","CRC-MECH-ELECTORAL_RE","electoral_remedies","remedy","coordinates_with","electoral_dispute_resolution","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0561","Costa Rica","CRC-ACT-009","Corte Suprema de Justicia","supervisor","CRC-ACT-005","Asamblea Legislativa","legislator","CRC-MECH-ELECTORAL_RE","electoral_remedies","remedy","coordinates_with","electoral_dispute_resolution","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
"CRC-EDGE-0562","Costa Rica","CRC-ACT-005","Asamblea Legislativa","legislator","CRC-ACT-008","Poder Ejecutivo","executive","CRC-MECH-ELECTORAL_RE","electoral_remedies","remedy","coordinates_with","electoral_dispute_resolution","medium","statutory","4","statutory","role_hierarchy_only","false","CRC: no relationship_type in source data; confidence from anchor_strength"
